YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Type,Total,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategoryId1,StratificationID1,data_StratificationCategory
2018,2018,CO,Colorado,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(38.843840757000464, -106.13361092099967)",1,FV2,Q032,VALUE,8,OVR,OVERALL,Total
2018,2018,CT,Connecticut,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(41.56266102000046, -72.64984095199964)",1,FV2,Q032,VALUE,9,OVR,OVERALL,Total
2018,2018,DE,Delaware,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(39.008830667000495, -75.57774116799965)",1,FV2,Q032,VALUE,10,OVR,OVERALL,Total
2018,2018,DC,District of Columbia,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(38.89037138500049, -77.03196112699965)",1,FV2,Q032,VALUE,11,OVR,OVERALL,Total
2018,2018,FL,Florida,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(28.932040377000476, -81.92896053899966)",1,FV2,Q032,VALUE,12,OVR,OVERALL,Total
2018,2018,GA,Georgia,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(32.83968109300048, -83.62758034599966)",1,FV2,Q032,VALUE,13,OVR,OVERALL,Total
2018,2018,HI,Hawaii,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(21.304850435000446, -157.85774940299973)",1,FV2,Q032,VALUE,15,OVR,OVERALL,Total
2018,2018,ID,Idaho,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(43.682630005000476, -114.3637300419997)",1,FV2,Q032,VALUE,16,OVR,OVERALL,Total
2018,2018,IL,Illinois,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(40.48501028300046, -88.99771017799969)",1,FV2,Q032,VALUE,17,OVR,OVERALL,Total
2018,2018,IN,Indiana,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(39.766910452000445, -86.14996019399968)",1,FV2,Q032,VALUE,18,OVR,OVERALL,Total
2018,2018,IA,Iowa,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(42.46940091300047, -93.81649055599968)",1,FV2,Q032,VALUE,19,OVR,OVERALL,Total
2018,2018,KS,Kansas,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(38.34774030000045, -98.20078122699965)",1,FV2,Q032,VALUE,20,OVR,OVERALL,Total
2018,2018,KY,Kentucky,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(37.645970271000465, -84.77497104799966)",1,FV2,Q032,VALUE,21,OVR,OVERALL,Total
2018,2018,LA,Louisiana,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(31.31266064400046, -92.44568007099969)",1,FV2,Q032,VALUE,22,OVR,OVERALL,Total
2018,2018,ME,Maine,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(45.254228894000505, -68.98503133599962)",1,FV2,Q032,VALUE,23,OVR,OVERALL,Total
2018,2018,MD,Maryland,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(39.29058096400047, -76.60926011099963)",1,FV2,Q032,VALUE,24,OVR,OVERALL,Total
2018,2018,MA,Massachusetts,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(42.27687047000046, -72.08269067499964)",1,FV2,Q032,VALUE,25,OVR,OVERALL,Total
2018,2018,MI,Michigan,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(44.6613195430005, -84.71439026999968)",1,FV2,Q032,VALUE,26,OVR,OVERALL,Total
2018,2018,MN,Minnesota,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(46.35564873600049, -94.79420050299967)",1,FV2,Q032,VALUE,27,OVR,OVERALL,Total
2018,2018,MS,Mississippi,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(32.745510099000455, -89.53803082499968)",1,FV2,Q032,VALUE,28,OVR,OVERALL,Total
2018,2018,MO,Missouri,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(38.635790776000476, -92.56630005299968)",1,FV2,Q032,VALUE,29,OVR,OVERALL,Total
2018,2018,MT,Montana,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(47.06652897200047, -109.42442064499971)",1,FV2,Q032,VALUE,30,OVR,OVERALL,Total
2018,2018,NE,Nebraska,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(41.6410409880005, -99.36572062299967)",1,FV2,Q032,VALUE,31,OVR,OVERALL,Total
2018,2018,NV,Nevada,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(39.493240390000494, -117.07184056399967)",1,FV2,Q032,VALUE,32,OVR,OVERALL,Total
2018,2018,NH,New Hampshire,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(43.65595011300047, -71.50036091999965)",1,FV2,Q032,VALUE,33,OVR,OVERALL,Total
2018,2018,NJ,New Jersey,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(40.13057004800049, -74.27369128799967)",1,FV2,Q032,VALUE,34,OVR,OVERALL,Total
2018,2018,NM,New Mexico,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(34.52088095200048, -106.24058098499967)",1,FV2,Q032,VALUE,35,OVR,OVERALL,Total
2018,2018,NY,New York,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(42.82700103200045, -75.54397042699964)",1,FV2,Q032,VALUE,36,OVR,OVERALL,Total
2018,2018,NC,North Carolina,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(35.466220975000454, -79.15925046299964)",1,FV2,Q032,VALUE,37,OVR,OVERALL,Total
2018,2018,ND,North Dakota,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(47.47531977900047, -100.11842104899966)",1,FV2,Q032,VALUE,38,OVR,OVERALL,Total
2018,2018,OH,Ohio,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(40.06021014100048, -82.40426005599966)",1,FV2,Q032,VALUE,39,OVR,OVERALL,Total
2018,2018,OK,Oklahoma,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(35.47203135600046, -97.52107021399968)",1,FV2,Q032,VALUE,40,OVR,OVERALL,Total
2018,2018,OR,Oregon,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(44.56744942400047, -120.15503132599969)",1,FV2,Q032,VALUE,41,OVR,OVERALL,Total
2018,2018,PA,Pennsylvania,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(40.79373015200048, -77.86070029399963)",1,FV2,Q032,VALUE,42,OVR,OVERALL,Total
2018,2018,RI,Rhode Island,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(41.70828019300046, -71.52247031399963)",1,FV2,Q032,VALUE,44,OVR,OVERALL,Total
2018,2018,SC,South Carolina,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(33.998821303000454, -81.04537120699968)",1,FV2,Q032,VALUE,45,OVR,OVERALL,Total
2018,2018,SD,South Dakota,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(44.353130053000484, -100.3735306369997)",1,FV2,Q032,VALUE,46,OVR,OVERALL,Total
2018,2018,TN,Tennessee,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(35.68094058000048, -85.77449091399967)",1,FV2,Q032,VALUE,47,OVR,OVERALL,Total
2018,2018,TX,Texas,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(31.827240407000488, -99.42677020599967)",1,FV2,Q032,VALUE,48,OVR,OVERALL,Total
2018,2018,UT,Utah,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(39.360700171000474, -111.58713063499971)",1,FV2,Q032,VALUE,49,OVR,OVERALL,Total
2018,2018,VT,Vermont,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(43.62538123900049, -72.51764079099962)",1,FV2,Q032,VALUE,50,OVR,OVERALL,Total
2018,2018,VA,Virginia,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(37.54268067400045, -78.45789046299967)",1,FV2,Q032,VALUE,51,OVR,OVERALL,Total
2018,2018,WA,Washington,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(47.52227862900048, -120.47001078999972)",1,FV2,Q032,VALUE,53,OVR,OVERALL,Total
2018,2018,WV,West Virginia,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(38.66551020200046, -80.71264013499967)",1,FV2,Q032,VALUE,54,OVR,OVERALL,Total
2018,2018,WI,Wisconsin,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(44.39319117400049, -89.81637074199966)",1,FV2,Q032,VALUE,55,OVR,OVERALL,Total
2018,2018,WY,Wyoming,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving fruits,Value,Total,"(43.23554134300048, -108.10983035299967)",1,FV2,Q032,VALUE,56,OVR,OVERALL,Total
2018,2018,AL,Alabama,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(32.84057112200048, -86.63186076199969)",1,FV2,Q033,VALUE,1,OVR,OVERALL,Total
2018,2018,AK,Alaska,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(64.84507995700051, -147.72205903599973)",1,FV2,Q033,VALUE,2,OVR,OVERALL,Total
2018,2018,AZ,Arizona,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(34.865970280000454, -111.76381127699972)",1,FV2,Q033,VALUE,4,OVR,OVERALL,Total
2018,2018,AR,Arkansas,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(34.74865012400045, -92.27449074299966)",1,FV2,Q033,VALUE,5,OVR,OVERALL,Total
2018,2018,CA,California,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(37.63864012300047, -120.99999953799971)",1,FV2,Q033,VALUE,6,OVR,OVERALL,Total
2018,2018,CO,Colorado,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(38.843840757000464, -106.13361092099967)",1,FV2,Q033,VALUE,8,OVR,OVERALL,Total
2018,2018,CT,Connecticut,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(41.56266102000046, -72.64984095199964)",1,FV2,Q033,VALUE,9,OVR,OVERALL,Total
2018,2018,DE,Delaware,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(39.008830667000495, -75.57774116799965)",1,FV2,Q033,VALUE,10,OVR,OVERALL,Total
2018,2018,DC,District of Columbia,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(38.89037138500049, -77.03196112699965)",1,FV2,Q033,VALUE,11,OVR,OVERALL,Total
2018,2018,FL,Florida,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(28.932040377000476, -81.92896053899966)",1,FV2,Q033,VALUE,12,OVR,OVERALL,Total
2018,2018,GA,Georgia,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(32.83968109300048, -83.62758034599966)",1,FV2,Q033,VALUE,13,OVR,OVERALL,Total
2018,2018,HI,Hawaii,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(21.304850435000446, -157.85774940299973)",1,FV2,Q033,VALUE,15,OVR,OVERALL,Total
2018,2018,ID,Idaho,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(43.682630005000476, -114.3637300419997)",1,FV2,Q033,VALUE,16,OVR,OVERALL,Total
2018,2018,IL,Illinois,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(40.48501028300046, -88.99771017799969)",1,FV2,Q033,VALUE,17,OVR,OVERALL,Total
2018,2018,IN,Indiana,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(39.766910452000445, -86.14996019399968)",1,FV2,Q033,VALUE,18,OVR,OVERALL,Total
2018,2018,IA,Iowa,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(42.46940091300047, -93.81649055599968)",1,FV2,Q033,VALUE,19,OVR,OVERALL,Total
2018,2018,KS,Kansas,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(38.34774030000045, -98.20078122699965)",1,FV2,Q033,VALUE,20,OVR,OVERALL,Total
2018,2018,KY,Kentucky,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(37.645970271000465, -84.77497104799966)",1,FV2,Q033,VALUE,21,OVR,OVERALL,Total
2018,2018,LA,Louisiana,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(31.31266064400046, -92.44568007099969)",1,FV2,Q033,VALUE,22,OVR,OVERALL,Total
2018,2018,ME,Maine,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(45.254228894000505, -68.98503133599962)",1,FV2,Q033,VALUE,23,OVR,OVERALL,Total
2018,2018,MD,Maryland,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(39.29058096400047, -76.60926011099963)",1,FV2,Q033,VALUE,24,OVR,OVERALL,Total
2018,2018,MA,Massachusetts,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(42.27687047000046, -72.08269067499964)",1,FV2,Q033,VALUE,25,OVR,OVERALL,Total
2018,2018,MI,Michigan,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(44.6613195430005, -84.71439026999968)",1,FV2,Q033,VALUE,26,OVR,OVERALL,Total
2018,2018,MN,Minnesota,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(46.35564873600049, -94.79420050299967)",1,FV2,Q033,VALUE,27,OVR,OVERALL,Total
2018,2018,MS,Mississippi,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(32.745510099000455, -89.53803082499968)",1,FV2,Q033,VALUE,28,OVR,OVERALL,Total
2018,2018,MO,Missouri,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(38.635790776000476, -92.56630005299968)",1,FV2,Q033,VALUE,29,OVR,OVERALL,Total
2018,2018,MT,Montana,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(47.06652897200047, -109.42442064499971)",1,FV2,Q033,VALUE,30,OVR,OVERALL,Total
2018,2018,NE,Nebraska,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(41.6410409880005, -99.36572062299967)",1,FV2,Q033,VALUE,31,OVR,OVERALL,Total
2018,2018,NV,Nevada,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(39.493240390000494, -117.07184056399967)",1,FV2,Q033,VALUE,32,OVR,OVERALL,Total
2018,2018,NH,New Hampshire,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(43.65595011300047, -71.50036091999965)",1,FV2,Q033,VALUE,33,OVR,OVERALL,Total
2018,2018,NJ,New Jersey,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(40.13057004800049, -74.27369128799967)",1,FV2,Q033,VALUE,34,OVR,OVERALL,Total
2018,2018,NM,New Mexico,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(34.52088095200048, -106.24058098499967)",1,FV2,Q033,VALUE,35,OVR,OVERALL,Total
2018,2018,NY,New York,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(42.82700103200045, -75.54397042699964)",1,FV2,Q033,VALUE,36,OVR,OVERALL,Total
2018,2018,NC,North Carolina,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(35.466220975000454, -79.15925046299964)",1,FV2,Q033,VALUE,37,OVR,OVERALL,Total
2018,2018,ND,North Dakota,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(47.47531977900047, -100.11842104899966)",1,FV2,Q033,VALUE,38,OVR,OVERALL,Total
2018,2018,OH,Ohio,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(40.06021014100048, -82.40426005599966)",1,FV2,Q033,VALUE,39,OVR,OVERALL,Total
2018,2018,OK,Oklahoma,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(35.47203135600046, -97.52107021399968)",1,FV2,Q033,VALUE,40,OVR,OVERALL,Total
2018,2018,OR,Oregon,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(44.56744942400047, -120.15503132599969)",1,FV2,Q033,VALUE,41,OVR,OVERALL,Total
2018,2018,PA,Pennsylvania,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(40.79373015200048, -77.86070029399963)",1,FV2,Q033,VALUE,42,OVR,OVERALL,Total
2018,2018,RI,Rhode Island,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(41.70828019300046, -71.52247031399963)",1,FV2,Q033,VALUE,44,OVR,OVERALL,Total
2018,2018,SC,South Carolina,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(33.998821303000454, -81.04537120699968)",1,FV2,Q033,VALUE,45,OVR,OVERALL,Total
2018,2018,SD,South Dakota,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(44.353130053000484, -100.3735306369997)",1,FV2,Q033,VALUE,46,OVR,OVERALL,Total
2018,2018,TN,Tennessee,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(35.68094058000048, -85.77449091399967)",1,FV2,Q033,VALUE,47,OVR,OVERALL,Total
2018,2018,TX,Texas,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(31.827240407000488, -99.42677020599967)",1,FV2,Q033,VALUE,48,OVR,OVERALL,Total
2018,2018,UT,Utah,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(39.360700171000474, -111.58713063499971)",1,FV2,Q033,VALUE,49,OVR,OVERALL,Total
2018,2018,VT,Vermont,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(43.62538123900049, -72.51764079099962)",1,FV2,Q033,VALUE,50,OVR,OVERALL,Total
2018,2018,VA,Virginia,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(37.54268067400045, -78.45789046299967)",1,FV2,Q033,VALUE,51,OVR,OVERALL,Total
2018,2018,WA,Washington,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(47.52227862900048, -120.47001078999972)",1,FV2,Q033,VALUE,53,OVR,OVERALL,Total
2018,2018,WV,West Virginia,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(38.66551020200046, -80.71264013499967)",1,FV2,Q033,VALUE,54,OVR,OVERALL,Total
2018,2018,WI,Wisconsin,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(44.39319117400049, -89.81637074199966)",1,FV2,Q033,VALUE,55,OVR,OVERALL,Total
2018,2018,WY,Wyoming,ECE Surveillance Sources,Fruits and Vegetables,Fruits and Vegetables - Environmental or Policy Supports,State child care regulations align with national standards for serving vegetables,Value,Total,"(43.23554134300048, -108.10983035299967)",1,FV2,Q033,VALUE,56,OVR,OVERALL,Total
2018,2018,AL,Alabama,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,Value,Total,"(32.84057112200048, -86.63186076199969)",2,PA2,Q053,VALUE,1,OVR,OVERALL,Total
2018,2018,AK,Alaska,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,Value,Total,"(64.84507995700051, -147.72205903599973)",2,PA2,Q053,VALUE,2,OVR,OVERALL,Total
2018,2018,AZ,Arizona,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,Value,Total,"(34.865970280000454, -111.76381127699972)",2,PA2,Q053,VALUE,4,OVR,OVERALL,Total
2018,2018,AR,Arkansas,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,Value,Total,"(34.74865012400045, -92.27449074299966)",2,PA2,Q053,VALUE,5,OVR,OVERALL,Total
2018,2018,CA,California,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,Value,Total,"(37.63864012300047, -120.99999953799971)",2,PA2,Q053,VALUE,6,OVR,OVERALL,Total
2018,2018,CO,Colorado,National Complete Streets Coalition,Physical Activity,Physical Activity - Environmental or Policy Supports,State has adopted some form of a Complete Streets policy,Value,Total,"(38.843840757000464, -106.13361092099967)",2,PA2,Q053,VALUE,8,OVR,OVERALL,Total
